Month;Hyodyke_new;Point figure;Annual change (%);Monthly change (%);Annual impact (%-units);Monthly impact (%-units);Date
2020M02;02 ALCOHOLIC BEVERAGES, TOBACCO;136,29;3,46;0,76;NA;NA;2020-02-01
2020M02;03 CLOTHING AND FOOTWEAR;99,35;2,23;3,66;NA;NA;2020-02-01
2020M02;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;116,83;0,68;-0,29;NA;NA;2020-02-01
2020M02;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,00;0,00;0,50;NA;NA;2020-02-01
2020M02;06 HEALTH;118,65;-0,59;-0,34;NA;NA;2020-02-01
2020M02;07 TRANSPORT;110,29;1,01;-0,09;NA;NA;2020-02-01
2020M02;08 COMMUNICATION;79,72;-0,13;0,08;NA;NA;2020-02-01
2020M02;09 RECREATION AND CULTURE;98,73;-0,19;0,69;NA;NA;2020-02-01
2020M02;10 EDUCATION;121,16;0,65;0,00;NA;NA;2020-02-01
2020M02;11 RESTAURANTS AND HOTELS;126,21;1,21;0,43;NA;NA;2020-02-01
2020M02;12 MISCELLANEOUS GOODS AND SERVICES;111,68;0,73;-0,11;NA;NA;2020-02-01
2020M03;0 CONSUMER PRICE INDEX;112,59;0,60;-0,16;NA;NA;2020-03-01
2020M03;01 FOOD AND NON-ALCOHOLIC BEVERAGES;119,03;1,77;-0,45;NA;NA;2020-03-01
2020M03;02 ALCOHOLIC BEVERAGES, TOBACCO;136,36;3,53;0,05;NA;NA;2020-03-01
2020M03;03 CLOTHING AND FOOTWEAR;100,85;0,32;1,50;NA;NA;2020-03-01
2020M03;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;116,38;0,10;-0,38;NA;NA;2020-03-01
2020M03;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,59;0,69;0,56;NA;NA;2020-03-01
2020M03;06 HEALTH;121,45;1,72;2,35;NA;NA;2020-03-01
2020M03;07 TRANSPORT;108,31;-1,35;-1,79;NA;NA;2020-03-01
2020M03;08 COMMUNICATION;79,66;0,08;-0,07;NA;NA;2020-03-01
2020M03;09 RECREATION AND CULTURE;98,53;0,21;-0,20;NA;NA;2020-03-01
2020M03;10 EDUCATION;121,16;0,65;0,00;NA;NA;2020-03-01
2020M03;11 RESTAURANTS AND HOTELS;125,96;1,29;-0,19;NA;NA;2020-03-01
2020M03;12 MISCELLANEOUS GOODS AND SERVICES;112,44;1,31;0,68;NA;NA;2020-03-01
2020M04;0 CONSUMER PRICE INDEX;112,21;-0,31;-0,33;NA;NA;2020-04-01
2020M04;01 FOOD AND NON-ALCOHOLIC BEVERAGES;118,73;1,03;-0,25;NA;NA;2020-04-01
2020M04;02 ALCOHOLIC BEVERAGES, TOBACCO;136,71;3,79;0,25;NA;NA;2020-04-01
2020M04;03 CLOTHING AND FOOTWEAR;98,35;-2,35;-2,47;NA;NA;2020-04-01
2020M04;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;116,50;0,23;0,10;NA;NA;2020-04-01
2020M04;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,63;-0,06;-0,90;NA;NA;2020-04-01
2020M04;06 HEALTH;124,47;0,41;2,48;NA;NA;2020-04-01
2020M04;07 TRANSPORT;106,72;-4,92;-1,46;NA;NA;2020-04-01
2020M04;08 COMMUNICATION;79,98;-0,24;0,40;NA;NA;2020-04-01
2020M04;09 RECREATION AND CULTURE;97,86;-0,26;-0,67;NA;NA;2020-04-01
2020M04;10 EDUCATION;120,92;0,41;-0,19;NA;NA;2020-04-01
2020M04;11 RESTAURANTS AND HOTELS;125,12;0,31;-0,66;NA;NA;2020-04-01
2020M04;12 MISCELLANEOUS GOODS AND SERVICES;112,43;1,24;0,00;NA;NA;2020-04-01
2020M05;0 CONSUMER PRICE INDEX;112,18;-0,17;-0,02;NA;NA;2020-05-01
2020M05;01 FOOD AND NON-ALCOHOLIC BEVERAGES;118,82;2,38;0,07;NA;NA;2020-05-01
2020M05;02 ALCOHOLIC BEVERAGES, TOBACCO;136,75;3,78;0,02;NA;NA;2020-05-01
2020M05;03 CLOTHING AND FOOTWEAR;99,11;-1,99;0,77;NA;NA;2020-05-01
2020M05;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;116,47;0,05;-0,02;NA;NA;2020-05-01
2020M05;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;103,67;-1,29;-0,91;NA;NA;2020-05-01
2020M05;06 HEALTH;124,01;0,10;-0,36;NA;NA;2020-05-01
2020M05;07 TRANSPORT;107,18;-3,97;0,43;NA;NA;2020-05-01
2020M05;08 COMMUNICATION;79,52;-1,11;-0,57;NA;NA;2020-05-01
2020M05;09 RECREATION AND CULTURE;97,77;-0,19;-0,09;NA;NA;2020-05-01
2020M05;10 EDUCATION;120,92;0,41;0,00;NA;NA;2020-05-01
2020M05;11 RESTAURANTS AND HOTELS;124,64;-0,24;-0,38;NA;NA;2020-05-01
2020M05;12 MISCELLANEOUS GOODS AND SERVICES;112,46;1,26;0,02;NA;NA;2020-05-01
2020M06;0 CONSUMER PRICE INDEX;112,40;-0,04;0,19;NA;NA;2020-06-01
2020M06;01 FOOD AND NON-ALCOHOLIC BEVERAGES;119,28;2,40;0,38;NA;NA;2020-06-01
2020M06;02 ALCOHOLIC BEVERAGES, TOBACCO;136,89;3,39;0,10;NA;NA;2020-06-01
2020M06;03 CLOTHING AND FOOTWEAR;96,60;-0,72;-2,53;NA;NA;2020-06-01
2020M06;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;116,70;0,07;0,19;NA;NA;2020-06-01
2020M06;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;103,55;-1,75;-0,11;NA;NA;2020-06-01
2020M06;06 HEALTH;123,63;-0,21;-0,30;NA;NA;2020-06-01
2020M06;07 TRANSPORT;108,54;-2,95;1,26;NA;NA;2020-06-01
2020M06;08 COMMUNICATION;80,37;0,16;1,06;NA;NA;2020-06-01
2020M06;09 RECREATION AND CULTURE;97,90;-0,35;0,13;NA;NA;2020-06-01
2020M06;10 EDUCATION;120,92;0,41;0,00;NA;NA;2020-06-01
2020M06;11 RESTAURANTS AND HOTELS;124,94;-0,54;0,24;NA;NA;2020-06-01
2020M06;12 MISCELLANEOUS GOODS AND SERVICES;112,37;1,10;-0,08;NA;NA;2020-06-01
2020M07;0 CONSUMER PRICE INDEX;112,80;0,58;0,35;NA;NA;2020-07-01
2020M07;01 FOOD AND NON-ALCOHOLIC BEVERAGES;119,04;2,93;-0,20;NA;NA;2020-07-01
2020M07;02 ALCOHOLIC BEVERAGES, TOBACCO;138,21;3,83;0,96;NA;NA;2020-07-01
2020M07;03 CLOTHING AND FOOTWEAR;96,83;1,90;0,23;NA;NA;2020-07-01
2020M07;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;116,84;0,12;0,11;NA;NA;2020-07-01
2020M07;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;102,14;0,02;-1,36;NA;NA;2020-07-01
2020M07;06 HEALTH;125,21;2,12;1,27;NA;NA;2020-07-01
2020M07;07 TRANSPORT;109,49;-2,61;0,87;NA;NA;2020-07-01
2020M07;08 COMMUNICATION;80,67;0,28;0,37;NA;NA;2020-07-01
2020M07;09 RECREATION AND CULTURE;99,03;0,64;1,15;NA;NA;2020-07-01
2020M07;10 EDUCATION;120,92;0,41;0,00;NA;NA;2020-07-01
2020M07;11 RESTAURANTS AND HOTELS;125,43;-0,17;0,39;NA;NA;2020-07-01
2020M07;12 MISCELLANEOUS GOODS AND SERVICES;112,49;1,32;0,10;NA;NA;2020-07-01
2020M08;0 CONSUMER PRICE INDEX;112,83;0,20;0,02;NA;NA;2020-08-01
2020M08;01 FOOD AND NON-ALCOHOLIC BEVERAGES;118,53;0,89;-0,42;NA;NA;2020-08-01
2020M08;02 ALCOHOLIC BEVERAGES, TOBACCO;138,21;2,72;0,00;NA;NA;2020-08-01
2020M08;03 CLOTHING AND FOOTWEAR;98,92;-0,13;2,15;NA;NA;2020-08-01
2020M08;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;116,91;-0,05;0,05;NA;NA;2020-08-01
2020M08;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;103,47;0,64;1,30;NA;NA;2020-08-01
2020M08;06 HEALTH;125,30;2,18;0,07;NA;NA;2020-08-01
2020M08;07 TRANSPORT;109,42;-1,67;-0,06;NA;NA;2020-08-01
2020M08;08 COMMUNICATION;81,08;0,38;0,50;NA;NA;2020-08-01
2020M08;09 RECREATION AND CULTURE;97,96;-0,07;-1,08;NA;NA;2020-08-01
2020M08;10 EDUCATION;120,92;0,41;0,00;NA;NA;2020-08-01
2020M08;11 RESTAURANTS AND HOTELS;126,08;-0,18;0,51;NA;NA;2020-08-01
2020M08;12 MISCELLANEOUS GOODS AND SERVICES;112,24;0,90;-0,22;NA;NA;2020-08-01
2020M09;0 CONSUMER PRICE INDEX;112,82;0,15;0,00;NA;NA;2020-09-01
2020M09;01 FOOD AND NON-ALCOHOLIC BEVERAGES;118,83;1,99;0,25;NA;NA;2020-09-01
2020M09;02 ALCOHOLIC BEVERAGES, TOBACCO;138,34;2,77;0,09;NA;NA;2020-09-01
2020M09;03 CLOTHING AND FOOTWEAR;99,49;-0,78;0,57;NA;NA;2020-09-01
2020M09;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;116,79;-0,40;-0,10;NA;NA;2020-09-01
2020M09;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;103,88;-0,24;0,39;NA;NA;2020-09-01
2020M09;06 HEALTH;125,32;2,26;0,01;NA;NA;2020-09-01
2020M09;07 TRANSPORT;109,00;-1,84;-0,38;NA;NA;2020-09-01
2020M09;08 COMMUNICATION;81,19;0,90;0,13;NA;NA;2020-09-01
2020M09;09 RECREATION AND CULTURE;98,06;-0,27;0,10;NA;NA;2020-09-01
2020M09;10 EDUCATION;123,37;1,04;2,02;NA;NA;2020-09-01
2020M09;11 RESTAURANTS AND HOTELS;125,56;0,00;-0,41;NA;NA;2020-09-01
2020M09;12 MISCELLANEOUS GOODS AND SERVICES;112,13;0,67;-0,09;NA;NA;2020-09-01
2020M10;0 CONSUMER PRICE INDEX;112,94;0,17;0,10;NA;NA;2020-10-01
2020M10;01 FOOD AND NON-ALCOHOLIC BEVERAGES;118,77;1,72;-0,05;NA;NA;2020-10-01
2020M10;02 ALCOHOLIC BEVERAGES, TOBACCO;138,33;2,75;0,00;NA;NA;2020-10-01
2020M10;03 CLOTHING AND FOOTWEAR;100,44;-0,92;0,95;NA;NA;2020-10-01
2020M10;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;117,01;-0,23;0,18;NA;NA;2020-10-01
2020M10;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,30;-0,20;0,40;NA;NA;2020-10-01
2020M10;06 HEALTH;120,66;0,55;-3,71;NA;NA;2020-10-01
2020M10;07 TRANSPORT;109,69;-1,73;0,63;NA;NA;2020-10-01
2020M10;08 COMMUNICATION;81,92;1,22;0,89;NA;NA;2020-10-01
2020M10;09 RECREATION AND CULTURE;98,59;0,23;0,54;NA;NA;2020-10-01
2020M10;10 EDUCATION;123,37;1,04;0,00;NA;NA;2020-10-01
2020M10;11 RESTAURANTS AND HOTELS;125,69;0,03;0,10;NA;NA;2020-10-01
2020M10;12 MISCELLANEOUS GOODS AND SERVICES;112,46;1,01;0,29;NA;NA;2020-10-01
2020M11;0 CONSUMER PRICE INDEX;112,86;0,21;-0,07;NA;NA;2020-11-01
2020M11;01 FOOD AND NON-ALCOHOLIC BEVERAGES;118,81;1,51;0,03;NA;NA;2020-11-01
2020M11;02 ALCOHOLIC BEVERAGES, TOBACCO;138,99;3,24;0,47;NA;NA;2020-11-01
2020M11;03 CLOTHING AND FOOTWEAR;100,63;-1,42;0,18;NA;NA;2020-11-01
2020M11;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;117,20;0,10;0,16;NA;NA;2020-11-01
2020M11;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,70;-0,77;0,38;NA;NA;2020-11-01
2020M11;06 HEALTH;120,13;0,59;-0,43;NA;NA;2020-11-01
2020M11;07 TRANSPORT;108,11;-2,13;-1,44;NA;NA;2020-11-01
2020M11;08 COMMUNICATION;82,19;2,20;0,32;NA;NA;2020-11-01
2020M11;09 RECREATION AND CULTURE;98,52;0,02;-0,07;NA;NA;2020-11-01
2020M11;10 EDUCATION;123,37;1,04;0,00;NA;NA;2020-11-01
2020M11;11 RESTAURANTS AND HOTELS;126,44;0,72;0,59;NA;NA;2020-11-01
2020M11;12 MISCELLANEOUS GOODS AND SERVICES;112,64;1,00;0,16;NA;NA;2020-11-01
2020M12;0 CONSUMER PRICE INDEX;113,02;0,23;0,14;NA;NA;2020-12-01
2020M12;01 FOOD AND NON-ALCOHOLIC BEVERAGES;118,34;0,18;-0,39;NA;NA;2020-12-01
2020M12;02 ALCOHOLIC BEVERAGES, TOBACCO;139,01;3,29;0,01;NA;NA;2020-12-01
2020M12;03 CLOTHING AND FOOTWEAR;98,90;-1,36;-1,71;NA;NA;2020-12-01
2020M12;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;117,27;0,04;0,05;NA;NA;2020-12-01
2020M12;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;103,51;-1,29;-1,13;NA;NA;2020-12-01
2020M12;06 HEALTH;119,89;0,69;-0,19;NA;NA;2020-12-01
2020M12;07 TRANSPORT;110,46;-0,75;2,17;NA;NA;2020-12-01
2020M12;08 COMMUNICATION;82,09;2,71;-0,12;NA;NA;2020-12-01
2020M12;09 RECREATION AND CULTURE;98,60;-0,26;0,08;NA;NA;2020-12-01
2020M12;10 EDUCATION;123,37;1,04;0,00;NA;NA;2020-12-01
2020M12;11 RESTAURANTS AND HOTELS;126,78;1,01;0,26;NA;NA;2020-12-01
2020M12;12 MISCELLANEOUS GOODS AND SERVICES;112,68;1,36;0,03;NA;NA;2020-12-01
2021M01;0 CONSUMER PRICE INDEX;113,41;0,88;0,34;NA;NA;2021-01-01
2021M01;01 FOOD AND NON-ALCOHOLIC BEVERAGES;119,02;0,36;0,57;NA;NA;2021-01-01
2021M01;02 ALCOHOLIC BEVERAGES, TOBACCO;142,22;5,14;2,30;NA;NA;2021-01-01
2021M01;03 CLOTHING AND FOOTWEAR;96,77;0,97;-2,15;NA;NA;2021-01-01
2021M01;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;117,62;0,37;0,29;NA;NA;2021-01-01
2021M01;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;103,24;-1,17;-0,26;NA;NA;2021-01-01
2021M01;06 HEALTH;119,77;0,59;-0,10;NA;NA;2021-01-01
2021M01;07 TRANSPORT;111,67;1,15;1,09;NA;NA;2021-01-01
2021M01;08 COMMUNICATION;81,03;1,73;-1,29;NA;NA;2021-01-01
2021M01;09 RECREATION AND CULTURE;98,49;0,44;-0,11;NA;NA;2021-01-01
2021M01;10 EDUCATION;122,96;1,48;-0,33;NA;NA;2021-01-01
2021M01;11 RESTAURANTS AND HOTELS;127,32;1,32;0,42;NA;NA;2021-01-01
2021M01;12 MISCELLANEOUS GOODS AND SERVICES;113,32;1,35;0,56;NA;NA;2021-01-01
2021M02;0 CONSUMER PRICE INDEX;113,82;0,92;0,36;NA;NA;2021-02-01
2021M02;01 FOOD AND NON-ALCOHOLIC BEVERAGES;119,39;-0,15;0,31;NA;NA;2021-02-01
2021M02;02 ALCOHOLIC BEVERAGES, TOBACCO;142,64;4,65;0,29;NA;NA;2021-02-01
2021M02;03 CLOTHING AND FOOTWEAR;97,00;-2,36;0,23;NA;NA;2021-02-01
2021M02;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;118,21;1,18;0,50;NA;NA;2021-02-01
2021M02;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;103,99;-0,96;0,72;NA;NA;2021-02-01
2021M02;06 HEALTH;119,29;0,53;-0,40;NA;NA;2021-02-01
2021M02;07 TRANSPORT;113,25;2,68;1,41;NA;NA;2021-02-01
2021M02;08 COMMUNICATION;80,22;0,62;-0,99;NA;NA;2021-02-01
2021M02;09 RECREATION AND CULTURE;98,66;-0,07;0,17;NA;NA;2021-02-01
2021M02;10 EDUCATION;122,96;1,48;0,00;NA;NA;2021-02-01
2021M02;11 RESTAURANTS AND HOTELS;127,29;0,85;-0,02;NA;NA;2021-02-01
2021M02;12 MISCELLANEOUS GOODS AND SERVICES;112,84;1,03;-0,42;NA;NA;2021-02-01
2021M03;0 CONSUMER PRICE INDEX;114,09;1,33;0,23;NA;NA;2021-03-01
2021M03;01 FOOD AND NON-ALCOHOLIC BEVERAGES;119,57;0,45;0,15;NA;NA;2021-03-01
2021M03;02 ALCOHOLIC BEVERAGES, TOBACCO;142,59;4,56;-0,03;NA;NA;2021-03-01
2021M03;03 CLOTHING AND FOOTWEAR;98,50;-2,33;1,54;NA;NA;2021-03-01
2021M03;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;118,28;1,63;0,05;NA;NA;2021-03-01
2021M03;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;103,20;-2,26;-0,75;NA;NA;2021-03-01
2021M03;06 HEALTH;122,07;0,51;2,33;NA;NA;2021-03-01
2021M03;07 TRANSPORT;114,13;5,37;0,77;NA;NA;2021-03-01
2021M03;08 COMMUNICATION;80,56;1,12;0,42;NA;NA;2021-03-01
2021M03;09 RECREATION AND CULTURE;98,36;-0,17;-0,30;NA;NA;2021-03-01
2021M03;10 EDUCATION;122,96;1,48;0,00;NA;NA;2021-03-01
2021M03;11 RESTAURANTS AND HOTELS;127,17;0,96;-0,09;NA;NA;2021-03-01
2021M03;12 MISCELLANEOUS GOODS AND SERVICES;112,81;0,32;-0,02;NA;NA;2021-03-01
2021M04;0 CONSUMER PRICE INDEX;114,52;2,04;0,35;NA;NA;2021-04-01
2021M04;01 FOOD AND NON-ALCOHOLIC BEVERAGES;119,73;0,85;0,14;NA;NA;2021-04-01
2021M04;02 ALCOHOLIC BEVERAGES, TOBACCO;143,12;4,68;0,37;NA;NA;2021-04-01
2021M04;03 CLOTHING AND FOOTWEAR;98,87;0,52;0,37;NA;NA;2021-04-01
2021M04;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;118,52;1,73;0,20;NA;NA;2021-04-01
2021M04;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;103,26;-1,38;-0,01;NA;NA;2021-04-01
2021M04;06 HEALTH;125,08;0,49;2,46;NA;NA;2021-04-01
2021M04;07 TRANSPORT;114,74;7,51;0,53;NA;NA;2021-04-01
2021M04;08 COMMUNICATION;81,21;1,10;0,37;NA;NA;2021-04-01
2021M04;09 RECREATION AND CULTURE;98,68;0,81;0,30;NA;NA;2021-04-01
2021M04;10 EDUCATION;122,96;1,68;0,00;NA;NA;2021-04-01
2021M04;11 RESTAURANTS AND HOTELS;127,10;1,58;-0,05;NA;NA;2021-04-01
2021M04;12 MISCELLANEOUS GOODS AND SERVICES;112,97;0,48;0,15;NA;NA;2021-04-01
2021M05;0 CONSUMER PRICE INDEX;114,69;2,23;0,14;NA;NA;2021-05-01
2021M05;01 FOOD AND NON-ALCOHOLIC BEVERAGES;119,37;0,46;-0,30;NA;NA;2021-05-01
2021M05;02 ALCOHOLIC BEVERAGES, TOBACCO;143,27;4,76;0,10;NA;NA;2021-05-01
2021M05;03 CLOTHING AND FOOTWEAR;98,64;-0,47;-0,23;NA;NA;2021-05-01
2021M05;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;119,04;2,20;0,43;NA;NA;2021-05-01
2021M05;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;103,38;-0,27;0,11;NA;NA;2021-05-01
2021M05;06 HEALTH;124,84;0,66;-0,19;NA;NA;2021-05-01
2021M05;07 TRANSPORT;114,89;7,19;0,13;NA;NA;2021-05-01
2021M05;08 COMMUNICATION;81,69;2,72;0,59;NA;NA;2021-05-01
2021M05;09 RECREATION AND CULTURE;99,24;1,50;0,56;NA;NA;2021-05-01
2021M05;10 EDUCATION;122,96;1,68;0,00;NA;NA;2021-05-01
2021M05;11 RESTAURANTS AND HOTELS;127,22;2,06;0,09;NA;NA;2021-05-01
2021M05;12 MISCELLANEOUS GOODS AND SERVICES;112,70;0,21;-0,23;NA;NA;2021-05-01
2021M06;0 CONSUMER PRICE INDEX;114,62;1,97;-0,06;NA;NA;2021-06-01
2021M06;01 FOOD AND NON-ALCOHOLIC BEVERAGES;118,85;-0,36;-0,43;NA;NA;2021-06-01
2021M06;02 ALCOHOLIC BEVERAGES, TOBACCO;143,43;4,77;0,11;NA;NA;2021-06-01
2021M06;03 CLOTHING AND FOOTWEAR;94,74;-1,92;-3,95;NA;NA;2021-06-01
2021M06;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;119,37;2,28;0,27;NA;NA;2021-06-01
2021M06;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;103,62;0,06;0,23;NA;NA;2021-06-01
2021M06;06 HEALTH;124,70;0,86;-0,11;NA;NA;2021-06-01
2021M06;07 TRANSPORT;114,76;5,73;-0,11;NA;NA;2021-06-01
2021M06;08 COMMUNICATION;82,09;2,14;0,48;NA;NA;2021-06-01
2021M06;09 RECREATION AND CULTURE;99,51;1,64;0,27;NA;NA;2021-06-01
2021M06;10 EDUCATION;122,96;1,68;0,00;NA;NA;2021-06-01
2021M06;11 RESTAURANTS AND HOTELS;127,94;2,40;0,56;NA;NA;2021-06-01
2021M06;12 MISCELLANEOUS GOODS AND SERVICES;112,59;0,19;-0,09;NA;NA;2021-06-01
2021M07;0 CONSUMER PRICE INDEX;115,00;1,95;0,33;NA;NA;2021-07-01
2021M07;01 FOOD AND NON-ALCOHOLIC BEVERAGES;119,02;-0,01;0,14;NA;NA;2021-07-01
2021M07;02 ALCOHOLIC BEVERAGES, TOBACCO;144,16;4,30;0,50;NA;NA;2021-07-01
2021M07;03 CLOTHING AND FOOTWEAR;94,80;-2,09;0,06;NA;NA;2021-07-01
2021M07;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;120,17;2,85;0,67;NA;NA;2021-07-01
2021M07;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;102,09;-0,04;-1,47;NA;NA;2021-07-01
2021M07;06 HEALTH;123,14;-1,65;-1,25;NA;NA;2021-07-01
2021M07;07 TRANSPORT;116,31;6,22;1,35;NA;NA;2021-07-01
2021M07;08 COMMUNICATION;82,74;2,56;0,79;NA;NA;2021-07-01
2021M07;09 RECREATION AND CULTURE;99,38;0,35;-0,13;NA;NA;2021-07-01
2021M07;10 EDUCATION;122,96;1,68;0,00;NA;NA;2021-07-01
2021M07;11 RESTAURANTS AND HOTELS;129,41;3,17;1,14;NA;NA;2021-07-01
2021M07;12 MISCELLANEOUS GOODS AND SERVICES;112,55;0,05;-0,03;NA;NA;2021-07-01
2021M08;0 CONSUMER PRICE INDEX;115,28;2,17;0,24;NA;NA;2021-08-01
2021M08;01 FOOD AND NON-ALCOHOLIC BEVERAGES;119,09;0,47;0,05;NA;NA;2021-08-01
2021M08;02 ALCOHOLIC BEVERAGES, TOBACCO;144,18;4,31;0,01;NA;NA;2021-08-01
2021M08;03 CLOTHING AND FOOTWEAR;95,88;-3,07;1,13;NA;NA;2021-08-01
2021M08;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;121,55;3,96;1,14;NA;NA;2021-08-01
2021M08;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;102,48;-0,95;0,38;NA;NA;2021-08-01
2021M08;06 HEALTH;122,95;-1,87;-0,15;NA;NA;2021-08-01
2021M08;07 TRANSPORT;116,62;6,58;0,26;NA;NA;2021-08-01
2021M08;08 COMMUNICATION;83,41;2,87;0,80;NA;NA;2021-08-01
2021M08;09 RECREATION AND CULTURE;98,82;0,87;-0,56;NA;NA;2021-08-01
2021M08;10 EDUCATION;122,96;1,68;0,00;NA;NA;2021-08-01
2021M08;11 RESTAURANTS AND HOTELS;128,64;2,03;-0,59;NA;NA;2021-08-01
2021M08;12 MISCELLANEOUS GOODS AND SERVICES;111,16;-0,96;-1,23;NA;NA;2021-08-01
2021M09;0 CONSUMER PRICE INDEX;115,64;2,49;0,31;NA;NA;2021-09-01
2021M09;01 FOOD AND NON-ALCOHOLIC BEVERAGES;119,51;0,57;0,35;NA;NA;2021-09-01
2021M09;02 ALCOHOLIC BEVERAGES, TOBACCO;144,10;4,16;-0,05;NA;NA;2021-09-01
2021M09;03 CLOTHING AND FOOTWEAR;97,48;-2,02;1,66;NA;NA;2021-09-01
2021M09;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;122,20;4,63;0,53;NA;NA;2021-09-01
2021M09;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,19;0,29;1,66;NA;NA;2021-09-01
2021M09;06 HEALTH;122,88;-1,94;-0,05;NA;NA;2021-09-01
2021M09;07 TRANSPORT;116,40;6,78;-0,18;NA;NA;2021-09-01
2021M09;08 COMMUNICATION;83,46;2,79;0,05;NA;NA;2021-09-01
2021M09;09 RECREATION AND CULTURE;98,94;0,89;0,12;NA;NA;2021-09-01
2021M09;10 EDUCATION;123,70;0,26;0,60;NA;NA;2021-09-01
2021M09;11 RESTAURANTS AND HOTELS;128,64;2,45;0,00;NA;NA;2021-09-01
2021M09;12 MISCELLANEOUS GOODS AND SERVICES;110,92;-1,07;-0,21;NA;NA;2021-09-01
2021M10;0 CONSUMER PRICE INDEX;116,51;3,16;0,75;NA;NA;2021-10-01
2021M10;01 FOOD AND NON-ALCOHOLIC BEVERAGES;119,95;0,99;0,36;NA;NA;2021-10-01
2021M10;02 ALCOHOLIC BEVERAGES, TOBACCO;144,71;4,61;0,42;NA;NA;2021-10-01
2021M10;03 CLOTHING AND FOOTWEAR;98,90;-1,53;1,45;NA;NA;2021-10-01
2021M10;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;123,51;5,55;1,07;NA;NA;2021-10-01
2021M10;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,81;0,48;0,59;NA;NA;2021-10-01
2021M10;06 HEALTH;120,44;-0,18;-1,98;NA;NA;2021-10-01
2021M10;07 TRANSPORT;118,83;8,33;2,08;NA;NA;2021-10-01
2021M10;08 COMMUNICATION;84,33;2,94;1,04;NA;NA;2021-10-01
2021M10;09 RECREATION AND CULTURE;99,53;0,95;0,59;NA;NA;2021-10-01
2021M10;10 EDUCATION;123,70;0,26;0,00;NA;NA;2021-10-01
